         ps   /test_shiftregistersipo_4bit/button1  /test_shiftregistersipo_4bit/out4        
                    /test_shiftregistersipo_4bit/in1                                         
                     /test_shiftregistersipo_4bit/out1                                       
                       /test_shiftregistersipo_4bit/out2                                     
                         /test_shiftregistersipo_4bit/out3                                   
      72960                                      0 0 1 1 1                          1 
      72970                                      1 0 0 1 1                          1 
      72980                                      0 0 0 1 1                          1 
      72990                                      1 0 0 0 1                          1 
      73000                                      0 0 0 0 1                          1 
      73010                                      1 0 0 0 0                          1 
      73020                                      0 0 0 0 0                          1 
      73030                                      1 0 0 0 0                          0 
      73040                                      0 1 0 0 0                          0 
      73050                                      1 1 1 0 0                          0 
      73060                                      0 1 1 0 0                          0 
      73070                                      1 1 1 1 0                          0 
      73080                                      0 1 1 1 0                          0 
      73090                                      1 1 1 1 1                          0 
      73100                                      0 1 1 1 1                          0 
      73110                                      1 1 1 1 1                          1 
      73120                                      0 0 1 1 1                          1 
      73130                                      1 0 0 1 1                          1 
      73140                                      0 0 0 1 1                          1 
      73150                                      1 0 0 0 1                          1 
      73160                                      0 0 0 0 1                          1 
      73170                                      1 0 0 0 0                          1 
      73180                                      0 0 0 0 0                          1 
      73190                                      1 0 0 0 0                          0 
      73200                                      0 1 0 0 0                          0 
      73210                                      1 1 1 0 0                          0 
      73220                                      0 1 1 0 0                          0 
      73230                                      1 1 1 1 0                          0 
      73240                                      0 1 1 1 0                          0 
      73250                                      1 1 1 1 1                          0 
      73260                                      0 1 1 1 1                          0 
      73270                                      1 1 1 1 1                          1 
      73280                                      0 0 1 1 1                          1 
      73290                                      1 0 0 1 1                          1 
      73300                                      0 0 0 1 1                          1 
      73310                                      1 0 0 0 1                          1 
      73320                                      0 0 0 0 1                          1 
      73330                                      1 0 0 0 0                          1 
      73340                                      0 0 0 0 0                          1 
      73350                                      1 0 0 0 0                          0 
      73360                                      0 1 0 0 0                          0 
      73370                                      1 1 1 0 0                          0 
      73380                                      0 1 1 0 0                          0 
      73390                                      1 1 1 1 0                          0 
      73400                                      0 1 1 1 0                          0 
      73410                                      1 1 1 1 1                          0 
      73420                                      0 1 1 1 1                          0 
      73430                                      1 1 1 1 1                          1 
      73440                                      0 0 1 1 1                          1 
      73450                                      1 0 0 1 1                          1 
      73460                                      0 0 0 1 1                          1 
      73470                                      1 0 0 0 1                          1 
      73480                                      0 0 0 0 1                          1 
      73490                                      1 0 0 0 0                          1 
      73500                                      0 0 0 0 0                          1 
      73510                                      1 0 0 0 0                          0 
      73520                                      0 1 0 0 0                          0 
      73530                                      1 1 1 0 0                          0 
      73540                                      0 1 1 0 0                          0 
      73550                                      1 1 1 1 0                          0 
      73560                                      0 1 1 1 0                          0 
      73570                                      1 1 1 1 1                          0 
      73580                                      0 1 1 1 1                          0 
      73590                                      1 1 1 1 1                          1 
      73600                                      0 0 1 1 1                          1 
      73610                                      1 0 0 1 1                          1 
      73620                                      0 0 0 1 1                          1 
      73630                                      1 0 0 0 1                          1 
      73640                                      0 0 0 0 1                          1 
      73650                                      1 0 0 0 0                          1 
      73660                                      0 0 0 0 0                          1 
      73670                                      1 0 0 0 0                          0 
      73680                                      0 1 0 0 0                          0 
      73690                                      1 1 1 0 0                          0 
      73700                                      0 1 1 0 0                          0 
      73710                                      1 1 1 1 0                          0 
      73720                                      0 1 1 1 0                          0 
      73730                                      1 1 1 1 1                          0 
      73740                                      0 1 1 1 1                          0 
      73750                                      1 1 1 1 1                          1 
      73760                                      0 0 1 1 1                          1 
      73770                                      1 0 0 1 1                          1 
      73780                                      0 0 0 1 1                          1 
      73790                                      1 0 0 0 1                          1 
      73800                                      0 0 0 0 1                          1 
      73810                                      1 0 0 0 0                          1 
      73820                                      0 0 0 0 0                          1 
      73830                                      1 0 0 0 0                          0 
      73840                                      0 1 0 0 0                          0 
      73850                                      1 1 1 0 0                          0 
      73860                                      0 1 1 0 0                          0 
      73870                                      1 1 1 1 0                          0 
      73880                                      0 1 1 1 0                          0 
      73890                                      1 1 1 1 1                          0 
      73900                                      0 1 1 1 1                          0 
      73910                                      1 1 1 1 1                          1 
      73920                                      0 0 1 1 1                          1 
      73930                                      1 0 0 1 1                          1 
      73940                                      0 0 0 1 1                          1 
      73950                                      1 0 0 0 1                          1 
      73960                                      0 0 0 0 1                          1 
      73970                                      1 0 0 0 0                          1 
      73980                                      0 0 0 0 0                          1 
      73990                                      1 0 0 0 0                          0 
      74000                                      0 1 0 0 0                          0 
      74010                                      1 1 1 0 0                          0 
      74020                                      0 1 1 0 0                          0 
      74030                                      1 1 1 1 0                          0 
      74040                                      0 1 1 1 0                          0 
      74050                                      1 1 1 1 1                          0 
      74060                                      0 1 1 1 1                          0 
      74070                                      1 1 1 1 1                          1 
      74080                                      0 0 1 1 1                          1 
      74090                                      1 0 0 1 1                          1 
      74100                                      0 0 0 1 1                          1 
      74110                                      1 0 0 0 1                          1 
      74120                                      0 0 0 0 1                          1 
      74130                                      1 0 0 0 0                          1 
      74140                                      0 0 0 0 0                          1 
      74150                                      1 0 0 0 0                          0 
      74160                                      0 1 0 0 0                          0 
      74170                                      1 1 1 0 0                          0 
      74180                                      0 1 1 0 0                          0 
      74190                                      1 1 1 1 0                          0 
      74200                                      0 1 1 1 0                          0 
      74210                                      1 1 1 1 1                          0 
      74220                                      0 1 1 1 1                          0 
      74230                                      1 1 1 1 1                          1 
      74240                                      0 0 1 1 1                          1 
      74250                                      1 0 0 1 1                          1 
      74260                                      0 0 0 1 1                          1 
      74270                                      1 0 0 0 1                          1 
      74280                                      0 0 0 0 1                          1 
      74290                                      1 0 0 0 0                          1 
      74300                                      0 0 0 0 0                          1 
      74310                                      1 0 0 0 0                          0 
      74320                                      0 1 0 0 0                          0 
      74330                                      1 1 1 0 0                          0 
      74340                                      0 1 1 0 0                          0 
      74350                                      1 1 1 1 0                          0 
      74360                                      0 1 1 1 0                          0 
      74370                                      1 1 1 1 1                          0 
      74380                                      0 1 1 1 1                          0 
      74390                                      1 1 1 1 1                          1 
      74400                                      0 0 1 1 1                          1 
      74410                                      1 0 0 1 1                          1 
      74420                                      0 0 0 1 1                          1 
      74430                                      1 0 0 0 1                          1 
      74440                                      0 0 0 0 1                          1 
      74450                                      1 0 0 0 0                          1 
      74460                                      0 0 0 0 0                          1 
      74470                                      1 0 0 0 0                          0 
      74480                                      0 1 0 0 0                          0 
      74490                                      1 1 1 0 0                          0 
      74500                                      0 1 1 0 0                          0 
      74510                                      1 1 1 1 0                          0 
      74520                                      0 1 1 1 0                          0 
      74530                                      1 1 1 1 1                          0 
      74540                                      0 1 1 1 1                          0 
      74550                                      1 1 1 1 1                          1 
      74560                                      0 0 1 1 1                          1 
      74570                                      1 0 0 1 1                          1 
      74580                                      0 0 0 1 1                          1 
      74590                                      1 0 0 0 1                          1 
      74600                                      0 0 0 0 1                          1 
      74610                                      1 0 0 0 0                          1 
      74620                                      0 0 0 0 0                          1 
      74630                                      1 0 0 0 0                          0 
      74640                                      0 1 0 0 0                          0 
      74650                                      1 1 1 0 0                          0 
      74660                                      0 1 1 0 0                          0 
      74670                                      1 1 1 1 0                          0 
      74680                                      0 1 1 1 0                          0 
      74690                                      1 1 1 1 1                          0 
      74700                                      0 1 1 1 1                          0 
      74710                                      1 1 1 1 1                          1 
      74720                                      0 0 1 1 1                          1 
      74730                                      1 0 0 1 1                          1 
      74740                                      0 0 0 1 1                          1 
      74750                                      1 0 0 0 1                          1 
      74760                                      0 0 0 0 1                          1 
      74770                                      1 0 0 0 0                          1 
      74780                                      0 0 0 0 0                          1 
      74790                                      1 0 0 0 0                          0 
      74800                                      0 1 0 0 0                          0 
      74810                                      1 1 1 0 0                          0 
      74820                                      0 1 1 0 0                          0 
      74830                                      1 1 1 1 0                          0 
      74840                                      0 1 1 1 0                          0 
      74850                                      1 1 1 1 1                          0 
      74860                                      0 1 1 1 1                          0 
      74870                                      1 1 1 1 1                          1 
      74880                                      0 0 1 1 1                          1 
      74890                                      1 0 0 1 1                          1 
      74900                                      0 0 0 1 1                          1 
      74910                                      1 0 0 0 1                          1 
      74920                                      0 0 0 0 1                          1 
      74930                                      1 0 0 0 0                          1 
      74940                                      0 0 0 0 0                          1 
      74950                                      1 0 0 0 0                          0 
      74960                                      0 1 0 0 0                          0 
      74970                                      1 1 1 0 0                          0 
      74980                                      0 1 1 0 0                          0 
      74990                                      1 1 1 1 0                          0 
      75000                                      0 1 1 1 0                          0 
      75010                                      1 1 1 1 1                          0 
      75020                                      0 1 1 1 1                          0 
      75030                                      1 1 1 1 1                          1 
      75040                                      0 0 1 1 1                          1 
      75050                                      1 0 0 1 1                          1 
      75060                                      0 0 0 1 1                          1 
      75070                                      1 0 0 0 1                          1 
      75080                                      0 0 0 0 1                          1 
      75090                                      1 0 0 0 0                          1 
      75100                                      0 0 0 0 0                          1 
      75110                                      1 0 0 0 0                          0 
      75120                                      0 1 0 0 0                          0 
      75130                                      1 1 1 0 0                          0 
      75140                                      0 1 1 0 0                          0 
      75150                                      1 1 1 1 0                          0 
      75160                                      0 1 1 1 0                          0 
      75170                                      1 1 1 1 1                          0 
      75180                                      0 1 1 1 1                          0 
      75190                                      1 1 1 1 1                          1 
      75200                                      0 0 1 1 1                          1 
      75210                                      1 0 0 1 1                          1 
      75220                                      0 0 0 1 1                          1 
      75230                                      1 0 0 0 1                          1 
      75240                                      0 0 0 0 1                          1 
      75250                                      1 0 0 0 0                          1 
      75260                                      0 0 0 0 0                          1 
      75270                                      1 0 0 0 0                          0 
      75280                                      0 1 0 0 0                          0 
      75290                                      1 1 1 0 0                          0 
      75300                                      0 1 1 0 0                          0 
      75310                                      1 1 1 1 0                          0 
      75320                                      0 1 1 1 0                          0 
      75330                                      1 1 1 1 1                          0 
      75340                                      0 1 1 1 1                          0 
      75350                                      1 1 1 1 1                          1 
      75360                                      0 0 1 1 1                          1 
      75370                                      1 0 0 1 1                          1 
      75380                                      0 0 0 1 1                          1 
      75390                                      1 0 0 0 1                          1 
      75400                                      0 0 0 0 1                          1 
      75410                                      1 0 0 0 0                          1 
      75420                                      0 0 0 0 0                          1 
      75430                                      1 0 0 0 0                          0 
      75440                                      0 1 0 0 0                          0 
      75450                                      1 1 1 0 0                          0 
      75460                                      0 1 1 0 0                          0 
      75470                                      1 1 1 1 0                          0 
      75480                                      0 1 1 1 0                          0 
      75490                                      1 1 1 1 1                          0 
      75500                                      0 1 1 1 1                          0 
      75510                                      1 1 1 1 1                          1 
      75520                                      0 0 1 1 1                          1 
      75530                                      1 0 0 1 1                          1 
      75540                                      0 0 0 1 1                          1 
      75550                                      1 0 0 0 1                          1 
      75560                                      0 0 0 0 1                          1 
      75570                                      1 0 0 0 0                          1 
      75580                                      0 0 0 0 0                          1 
      75590                                      1 0 0 0 0                          0 
      75600                                      0 1 0 0 0                          0 
      75610                                      1 1 1 0 0                          0 
      75620                                      0 1 1 0 0                          0 
      75630                                      1 1 1 1 0                          0 
      75640                                      0 1 1 1 0                          0 
      75650                                      1 1 1 1 1                          0 
      75660                                      0 1 1 1 1                          0 
      75670                                      1 1 1 1 1                          1 
      75680                                      0 0 1 1 1                          1 
      75690                                      1 0 0 1 1                          1 
      75700                                      0 0 0 1 1                          1 
      75710                                      1 0 0 0 1                          1 
      75720                                      0 0 0 0 1                          1 
      75730                                      1 0 0 0 0                          1 
      75740                                      0 0 0 0 0                          1 
      75750                                      1 0 0 0 0                          0 
      75760                                      0 1 0 0 0                          0 
      75770                                      1 1 1 0 0                          0 
      75780                                      0 1 1 0 0                          0 
      75790                                      1 1 1 1 0                          0 
      75800                                      0 1 1 1 0                          0 
      75810                                      1 1 1 1 1                          0 
      75820                                      0 1 1 1 1                          0 
      75830                                      1 1 1 1 1                          1 
      75840                                      0 0 1 1 1                          1 
      75850                                      1 0 0 1 1                          1 
      75860                                      0 0 0 1 1                          1 
      75870                                      1 0 0 0 1                          1 
      75880                                      0 0 0 0 1                          1 
      75890                                      1 0 0 0 0                          1 
      75900                                      0 0 0 0 0                          1 
      75910                                      1 0 0 0 0                          0 
      75920                                      0 1 0 0 0                          0 
      75930                                      1 1 1 0 0                          0 
      75940                                      0 1 1 0 0                          0 
      75950                                      1 1 1 1 0                          0 
      75960                                      0 1 1 1 0                          0 
      75970                                      1 1 1 1 1                          0 
      75980                                      0 1 1 1 1                          0 
      75990                                      1 1 1 1 1                          1 
      76000                                      0 0 1 1 1                          1 
      76010                                      1 0 0 1 1                          1 
      76020                                      0 0 0 1 1                          1 
      76030                                      1 0 0 0 1                          1 
      76040                                      0 0 0 0 1                          1 
      76050                                      1 0 0 0 0                          1 
      76060                                      0 0 0 0 0                          1 
      76070                                      1 0 0 0 0                          0 
      76080                                      0 1 0 0 0                          0 
      76090                                      1 1 1 0 0                          0 
      76100                                      0 1 1 0 0                          0 
      76110                                      1 1 1 1 0                          0 
      76120                                      0 1 1 1 0                          0 
      76130                                      1 1 1 1 1                          0 
      76140                                      0 1 1 1 1                          0 
      76150                                      1 1 1 1 1                          1 
      76160                                      0 0 1 1 1                          1 
      76170                                      1 0 0 1 1                          1 
      76180                                      0 0 0 1 1                          1 
      76190                                      1 0 0 0 1                          1 
      76200                                      0 0 0 0 1                          1 
      76210                                      1 0 0 0 0                          1 
      76220                                      0 0 0 0 0                          1 
      76230                                      1 0 0 0 0                          0 
      76240                                      0 1 0 0 0                          0 
      76250                                      1 1 1 0 0                          0 
      76260                                      0 1 1 0 0                          0 
      76270                                      1 1 1 1 0                          0 
      76280                                      0 1 1 1 0                          0 
      76290                                      1 1 1 1 1                          0 
      76300                                      0 1 1 1 1                          0 
      76310                                      1 1 1 1 1                          1 
      76320                                      0 0 1 1 1                          1 
      76330                                      1 0 0 1 1                          1 
      76340                                      0 0 0 1 1                          1 
      76350                                      1 0 0 0 1                          1 
      76360                                      0 0 0 0 1                          1 
      76370                                      1 0 0 0 0                          1 
      76380                                      0 0 0 0 0                          1 
      76390                                      1 0 0 0 0                          0 
      76400                                      0 1 0 0 0                          0 
      76410                                      1 1 1 0 0                          0 
      76420                                      0 1 1 0 0                          0 
      76430                                      1 1 1 1 0                          0 
      76440                                      0 1 1 1 0                          0 
      76450                                      1 1 1 1 1                          0 
      76460                                      0 1 1 1 1                          0 
      76470                                      1 1 1 1 1                          1 
      76480                                      0 0 1 1 1                          1 
      76490                                      1 0 0 1 1                          1 
      76500                                      0 0 0 1 1                          1 
      76510                                      1 0 0 0 1                          1 
      76520                                      0 0 0 0 1                          1 
      76530                                      1 0 0 0 0                          1 
      76540                                      0 0 0 0 0                          1 
      76550                                      1 0 0 0 0                          0 
      76560                                      0 1 0 0 0                          0 
      76570                                      1 1 1 0 0                          0 
      76580                                      0 1 1 0 0                          0 
      76590                                      1 1 1 1 0                          0 
      76600                                      0 1 1 1 0                          0 
      76610                                      1 1 1 1 1                          0 
      76620                                      0 1 1 1 1                          0 
      76630                                      1 1 1 1 1                          1 
      76640                                      0 0 1 1 1                          1 
      76650                                      1 0 0 1 1                          1 
      76660                                      0 0 0 1 1                          1 
      76670                                      1 0 0 0 1                          1 
      76680                                      0 0 0 0 1                          1 
      76690                                      1 0 0 0 0                          1 
      76700                                      0 0 0 0 0                          1 
      76710                                      1 0 0 0 0                          0 
      76720                                      0 1 0 0 0                          0 
      76730                                      1 1 1 0 0                          0 
      76740                                      0 1 1 0 0                          0 
      76750                                      1 1 1 1 0                          0 
      76760                                      0 1 1 1 0                          0 
      76770                                      1 1 1 1 1                          0 
      76780                                      0 1 1 1 1                          0 
      76790                                      1 1 1 1 1                          1 
      76800                                      0 0 1 1 1                          1 
      76810                                      1 0 0 1 1                          1 
      76820                                      0 0 0 1 1                          1 
      76830                                      1 0 0 0 1                          1 
      76840                                      0 0 0 0 1                          1 
      76850                                      1 0 0 0 0                          1 
      76860                                      0 0 0 0 0                          1 
      76870                                      1 0 0 0 0                          0 
      76880                                      0 1 0 0 0                          0 
      76890                                      1 1 1 0 0                          0 
      76900                                      0 1 1 0 0                          0 
      76910                                      1 1 1 1 0                          0 
      76920                                      0 1 1 1 0                          0 
      76930                                      1 1 1 1 1                          0 
      76940                                      0 1 1 1 1                          0 
      76950                                      1 1 1 1 1                          1 
      76960                                      0 0 1 1 1                          1 
      76970                                      1 0 0 1 1                          1 
      76980                                      0 0 0 1 1                          1 
      76990                                      1 0 0 0 1                          1 
      77000                                      0 0 0 0 1                          1 
      77010                                      1 0 0 0 0                          1 
      77020                                      0 0 0 0 0                          1 
      77030                                      1 0 0 0 0                          0 
      77040                                      0 1 0 0 0                          0 
      77050                                      1 1 1 0 0                          0 
      77060                                      0 1 1 0 0                          0 
      77070                                      1 1 1 1 0                          0 
      77080                                      0 1 1 1 0                          0 
      77090                                      1 1 1 1 1                          0 
      77100                                      0 1 1 1 1                          0 
      77110                                      1 1 1 1 1                          1 
      77120                                      0 0 1 1 1                          1 
      77130                                      1 0 0 1 1                          1 
      77140                                      0 0 0 1 1                          1 
      77150                                      1 0 0 0 1                          1 
      77160                                      0 0 0 0 1                          1 
      77170                                      1 0 0 0 0                          1 
      77180                                      0 0 0 0 0                          1 
      77190                                      1 0 0 0 0                          0 
      77200                                      0 1 0 0 0                          0 
      77210                                      1 1 1 0 0                          0 
      77220                                      0 1 1 0 0                          0 
      77230                                      1 1 1 1 0                          0 
      77240                                      0 1 1 1 0                          0 
      77250                                      1 1 1 1 1                          0 
      77260                                      0 1 1 1 1                          0 
      77270                                      1 1 1 1 1                          1 
      77280                                      0 0 1 1 1                          1 
      77290                                      1 0 0 1 1                          1 
      77300                                      0 0 0 1 1                          1 
      77310                                      1 0 0 0 1                          1 
      77320                                      0 0 0 0 1                          1 
      77330                                      1 0 0 0 0                          1 
      77340                                      0 0 0 0 0                          1 
      77350                                      1 0 0 0 0                          0 
      77360                                      0 1 0 0 0                          0 
      77370                                      1 1 1 0 0                          0 
      77380                                      0 1 1 0 0                          0 
      77390                                      1 1 1 1 0                          0 
      77400                                      0 1 1 1 0                          0 
      77410                                      1 1 1 1 1                          0 
      77420                                      0 1 1 1 1                          0 
      77430                                      1 1 1 1 1                          1 
      77440                                      0 0 1 1 1                          1 
      77450                                      1 0 0 1 1                          1 
      77460                                      0 0 0 1 1                          1 
      77470                                      1 0 0 0 1                          1 
      77480                                      0 0 0 0 1                          1 
      77490                                      1 0 0 0 0                          1 
      77500                                      0 0 0 0 0                          1 
      77510                                      1 0 0 0 0                          0 
      77520                                      0 1 0 0 0                          0 
      77530                                      1 1 1 0 0                          0 
      77540                                      0 1 1 0 0                          0 
      77550                                      1 1 1 1 0                          0 
      77560                                      0 1 1 1 0                          0 
      77570                                      1 1 1 1 1                          0 
      77580                                      0 1 1 1 1                          0 
      77590                                      1 1 1 1 1                          1 
      77600                                      0 0 1 1 1                          1 
      77610                                      1 0 0 1 1                          1 
      77620                                      0 0 0 1 1                          1 
      77630                                      1 0 0 0 1                          1 
      77640                                      0 0 0 0 1                          1 
      77650                                      1 0 0 0 0                          1 
      77660                                      0 0 0 0 0                          1 
      77670                                      1 0 0 0 0                          0 
      77680                                      0 1 0 0 0                          0 
      77690                                      1 1 1 0 0                          0 
      77700                                      0 1 1 0 0                          0 
      77710                                      1 1 1 1 0                          0 
      77720                                      0 1 1 1 0                          0 
      77730                                      1 1 1 1 1                          0 
      77740                                      0 1 1 1 1                          0 
      77750                                      1 1 1 1 1                          1 
      77760                                      0 0 1 1 1                          1 
      77770                                      1 0 0 1 1                          1 
      77780                                      0 0 0 1 1                          1 
      77790                                      1 0 0 0 1                          1 
      77800                                      0 0 0 0 1                          1 
      77810                                      1 0 0 0 0                          1 
      77820                                      0 0 0 0 0                          1 
      77830                                      1 0 0 0 0                          0 
      77840                                      0 1 0 0 0                          0 
      77850                                      1 1 1 0 0                          0 
      77860                                      0 1 1 0 0                          0 
      77870                                      1 1 1 1 0                          0 
      77880                                      0 1 1 1 0                          0 
      77890                                      1 1 1 1 1                          0 
      77900                                      0 1 1 1 1                          0 
      77910                                      1 1 1 1 1                          1 
      77920                                      0 0 1 1 1                          1 
      77930                                      1 0 0 1 1                          1 
      77940                                      0 0 0 1 1                          1 
      77950                                      1 0 0 0 1                          1 
      77960                                      0 0 0 0 1                          1 
      77970                                      1 0 0 0 0                          1 
      77980                                      0 0 0 0 0                          1 
      77990                                      1 0 0 0 0                          0 
      78000                                      0 1 0 0 0                          0 
      78010                                      1 1 1 0 0                          0 
      78020                                      0 1 1 0 0                          0 
      78030                                      1 1 1 1 0                          0 
      78040                                      0 1 1 1 0                          0 
      78050                                      1 1 1 1 1                          0 
      78060                                      0 1 1 1 1                          0 
      78070                                      1 1 1 1 1                          1 
      78080                                      0 0 1 1 1                          1 
      78090                                      1 0 0 1 1                          1 
      78100                                      0 0 0 1 1                          1 
      78110                                      1 0 0 0 1                          1 
      78120                                      0 0 0 0 1                          1 
      78130                                      1 0 0 0 0                          1 
